Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mgp00100:Steroid biosynthesis	10	0.9267840593141797	1.0654992777958315E-5	100538580, 100544500, 100550538, 100546716, 104916040, 100546703, 100550588, 100545674, 100544971, 100538497	440	20	5401	6.1375	0.0016501696495061502	0.0016515238805835388	0.0015769389311378306
KEGG_PATHWAY	mgp04140:Autophagy - animal	29	2.6876737720111215	2.7350546242648405E-5	100538803, 100547223, 100549888, 100540293, 100543222, 100545267, 100548597, 100548531, 100546057, 100545008, 100544950, 100546612, 100541724, 100539458, 100538521, 100539749, 100546681, 100549898, 100549211, 100547298, 100547991, 100543154, 100546867, 100548847, 100541931, 100540702, 100540107, 100543618, 100541815	440	152	5401	2.341940789473684	0.00423041910301003	0.0021196673338052512	0.002023940421955982
KEGG_PATHWAY	mgp04110:Cell cycle	27	2.5023169601482853	7.547782377006549E-5	100544471, 100546612, 100546832, 100545467, 100543802, 100545308, 100543305, 100540218, 100541925, 100543704, 100549197, 100550082, 100542241, 100548364, 100549355, 100546200, 100545514, 100539044, 100546889, 100550407, 100542983, 100540601, 104914505, 104917517, 100541813, 100539569, 100546927	440	144	5401	2.3015625	0.011631331139750789	0.0038996875614533836	0.003723572639323231
KEGG_PATHWAY	mgp05164:Influenza A	22	2.0389249304911954	0.001223845963695551	100538719, 104913371, 100543196, 100303691, 100549888, 100547105, 100544475, 100542241, 100544673, 100547594, 100546867, 100539044, 100546832, 100545639, 104914328, 100550139, 100543239, 100538953, 100540536, 100541727, 100543704, 100551269	440	127	5401	2.126377952755906	0.17288563008996993	0.0474240310932026	0.045282300656735386
KEGG_PATHWAY	mgp04070:Phosphatidylinositol signaling system	16	1.4828544949026876	0.004918602261118467	100546133, 100542492, 100549888, 100540293, 100547298, 100540285, 100546486, 100542586, 100546867, 100548969, 100542169, 100546617, 100538953, 100550434, 100541727, 100539455	440	89	5401	2.2067415730337077	0.5343236674408958	0.12436014664781397	0.11874388196049333
KEGG_PATHWAY	mgp04012:ErbB signaling pathway	14	1.2974976830398517	0.005335113097978141	100538907, 100548501, 100549888, 100544012, 100546867, 100541322, 100550407, 100545308, 100543824, 104914505, 100550512, 100538953, 100541727, 100550268	440	73	5401	2.3541095890410957	0.5635826739337251	0.12436014664781397	0.11874388196049333
KEGG_PATHWAY	mgp04330:Notch signaling pathway	12	1.1121408711770158	0.006194955386152605	100547052, 100550924, 104915097, 100547513, 100546162, 104914213, 100543704, 100546927, 100550025, 100544041, 104917623, 100542241	440	58	5401	2.539655172413793	0.6183321991051511	0.12436014664781397	0.11874388196049333
KEGG_PATHWAY	mgp04115:p53 signaling pathway	13	1.2048192771084338	0.006973498054524436	104912103, 100546334, 100545008, 100546889, 100539044, 100545569, 100546832, 100540601, 100550139, 104914505, 100550997, 100541216, 100550023	440	67	5401	2.3817164179104475	0.6619895989280173	0.12436014664781397	0.11874388196049333
KEGG_PATHWAY	mgp04136:Autophagy - other	8	0.7414272474513438	0.0072209117408408114	100546612, 100538803, 100547223, 100549898, 100549211, 100547298, 100546057, 100543154	440	29	5401	3.386206896551724	0.6747957557472752	0.12436014664781397	0.11874388196049333
KEGG_PATHWAY	mgp04218:Cellular senescence	20	1.8535681186283595	0.011398506488831502	100546180, 100549197, 100545165, 100549888, 100547105, 100540293, 100547660, 100546983, 104911139, 100546867, 100546889, 100539044, 100546832, 100545748, 100540601, 100547009, 104914505, 104917517, 100545966, 100539455	440	134	5401	1.8320895522388059	0.8308407911662137	0.17667685057688828	0.16869789603470625
KEGG_PATHWAY	mgp04210:Apoptosis	18	1.6682113067655238	0.013959600429531645	100551142, 100546180, 100545390, 100548501, 104912850, 100549888, 100544475, 100540293, 100546867, 100545008, 100542115, 100540601, 100550139, 100543618, 100541724, 100540536, 100550984, 100538521	440	118	5401	1.8724576271186442	0.8868433982706762	0.1967034605979459	0.1878200785064258
KEGG_PATHWAY	mgp04141:Protein processing in endoplasmic reticulum	20	1.8535681186283595	0.02476246944619	100546180, 100546590, 100548852, 100549489, 100545063, 100544475, 100548376, 100545144, 100545008, 100538572, 116217500, 100544852, 104909854, 100542218, 100544559, 100543239, 100540218, 100550984, 100538732, 100538521	440	145	5401	1.693103448275862	0.9794830431023057	0.281122795908669	0.268426927706342
KEGG_PATHWAY	mgp01212:Fatty acid metabolism	10	0.9267840593141797	0.025391736404653975	100542651, 100547172, 100548195, 100542840, 100549362, 100549977, 100539925, 100549825, 100550534, 100549940	440	53	5401	2.316037735849057	0.9814363292814853	0.281122795908669	0.268426927706342
KEGG_PATHWAY	mgp03250:Viral life cycle - HIV-1	10	0.9267840593141797	0.025391736404653975	100538719, 100544845, 100543704, 100548612, 100545283, 100542241, 100551431, 100541154, 100551066, 100546453	440	53	5401	2.316037735849057	0.9814363292814853	0.281122795908669	0.268426927706342
KEGG_PATHWAY	mgp03320:PPAR signaling pathway	11	1.0194624652455977	0.029262192432227673	100547858, 100547172, 100548195, 104911104, 100549362, 100549977, 100539925, 100541724, 100549940, 100125332, 100548441	440	63	5401	2.1432539682539686	0.9899815300005471	0.30237598846635266	0.2887202986646464
KEGG_PATHWAY	mgp04910:Insulin signaling pathway	16	1.4828544949026876	0.036399236808898276	100538907, 100549888, 100549898, 100547594, 100542168, 100546867, 100542651, 100545226, 100541322, 100543268, 100550758, 100540702, 100550512, 100541724, 100550268, 100539455	440	112	5401	1.7535714285714286	0.9968080507998702	0.33881317839707303	0.3235119380823665
