"gene_id","abund_I_12hrsS1","abund_I_12hrsS3","abund_U_12hrsN1","abund_U_12hrsN2","log2FoldChange","pvalue","padj"
"100538868|LOC100538868",10261.649778803,12081.9518641864,13693.1675190748,14488.0135620969,-0.314131229276251,3.63873448223816e-06,7.07270680324299e-05
"100540102|MVB12A",1699.07122512412,1513.46137540299,1919.82889711566,2129.80946374448,-0.289574097317866,0.00124044634504887,0.00910735367151476
"100545918|DSN1",1319.11837088192,1367.26306567018,1680.9383492126,1884.76906523121,-0.366184622470879,9.75842272198798e-05,0.00114980142149088
"100543594|NCAPH2",1315.22141853071,1360.05610673969,1647.08746185792,1829.63497556573,-0.334580585836233,0.000296398547574803,0.00286367417611875
"100541028|UBE2H",4133.69220653764,4281.9631702728,3671.37052566804,3418.31355926008,0.224234367757915,0.000857557871263153,0.00681853791862125
"100541181|ZC3HC1",1265.53527605289,1353.8787133707,1549.4034726344,1793.89991744921,-0.301261669679571,0.00155153111791815,0.0109350853708033
"100546691|CHCHD3",3545.25240150612,3559.20814610076,4008.91223100474,4248.38790922377,-0.195254850101446,0.00277909726938696,0.0171048337669723
"100547769|LOC100547769",2411.23926730631,2300.04946438794,4237.16392859633,3939.02440610077,-0.778407779533889,1.47016887386325e-23,8.76710705113785e-21
"100547613|LOC100547613",528.037043587887,447.861019251904,336.574537126574,366.539596109429,0.338472175253469,0.0106577633263278,0.0491833325644034
"100548072|LOC100548072",5973.05371630504,6066.20028834992,7947.22118266972,8182.30730702219,-0.408864434147394,1.63191322136537e-12,1.5924505925578e-10
"100549092|ITIH5",643.97137603615,733.050679787024,544.515702305349,482.933785403231,0.321532489295533,0.0077655242834158,0.0386225774233085
"100549246|TAF3",1509.09479800302,1446.53961390557,1237.97530897131,1161.89988961708,0.252545561529315,0.0050699980818086,0.0277094498014937
"100548528|ATP5F1C",15979.4531161043,16617.1881625879,17547.3328364582,18726.191454716,-0.143037737207922,0.00496470260553001,0.0272728340674304
"100549706|LOC100549706",1364.90756100854,1195.32561689991,840.469174606302,850.494383173132,0.552920570611344,1.09654028198752e-06,2.47795018670612e-05
"100539694|HSPA14",1517.86294079322,1517.57963764898,1999.13669034664,1876.60105194744,-0.315260041714536,0.00024854594696288,0.00248407094478543
"100550476|BEND7",2167.67974535618,2112.66853219519,1820.21057147188,1615.22462686662,0.278002622612613,0.00111428288932717,0.0083589746350618
"100540159|MCM10",405.28304452502,377.850561069997,654.772878260606,728.99518557697,-0.75708747424486,4.38658308774534e-07,1.12108530628235e-05
"109369120|LOC109369120",276.68361693535,274.894004920134,427.488348879155,387.98063097934,-0.424045474893752,0.00430749482443563,0.0245157208088505
"100538610|UPF2",1323.98956132092,1309.60739422626,1121.91512375525,945.447537597023,0.288208275479279,0.00409624728603749,0.023525477992684
"100538923|CELF2",552.3929957829,509.634952941822,327.87002323537,364.497592788485,0.51708341395137,0.000520429538501514,0.00454909663377464
"100551089|CERK",1383.41808467675,1250.92215722083,818.224305773224,673.861095911485,0.778185909253319,7.87032061677894e-10,4.54193663981211e-08
"100550630|TPRKB",298.116854866962,249.154865882668,372.359760901526,428.820697398218,-0.387326403290091,0.00818762267622151,0.0400574028288795
"100547709|ERGIC2",1060.94527761478,979.116848985197,779.537577367871,703.470144065172,0.396105672882013,0.00047290034753997,0.00418475872258371
"100548170|DUS4L",558.238424309703,609.502812407189,892.696257953529,784.129275242455,-0.447970516433475,0.000354781784293208,0.00332596303284131
"100547091|LOC100547091",226.997474457523,255.33225925166,158.615586461949,139.877227484657,0.457196818804947,0.00815324932492456,0.0399256287653924
