Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0019222~regulation of metabolic process	279	25.857275254865613	1.2717107821183598E-12	100538803, 100538923, 100548612, 100545224, 104914673, 100544012, 100541662, 100540210, 100545226, 100546678, 100543840, 100544137, 100541542, 100544932, 100550139, 100550931, 100540578, 100540339, 100539455, 100551341, 100550481, 100548164, 100543273, 100546544, 100549257, 104913452, 100544369, 100548969, 100549819, 109368822, 100540442, 100542862, 100550924, 100540202, 100547998, 100549815, 100548847, 100540327, 100550591, 100546094, 100544471, 104914213, 100542052, 100542293, 100542054, 100545565, 100549246, 109363954, 100548399, 100546416, 100545569, 100543268, 104913805, 100542854, 100547623, 100547626, 100542858, 100541648, 100543704, 100539798, 100539673, 104915097, 104916864, 100546889, 100542168, 100541870, 100542962, 100541510, 100543136, 100545555, 100540428, 100548130, 100547042, 100547047, 116216191, 104913026, 100540093, 104917623, 100543001, 100545547, 104912978, 100540891, 100546998, 100545308, 100540536, 100549691, 104913371, 100546183, 104913013, 104916525, 100547710, 100541295, 100546860, 100546867, 100544204, 100540885, 100541611, 100551417, 100546749, 100546869, 100541735, 100125332, 100544790, 100542490, 100548117, 100544794, 100544673, 104911784, 100540195, 100549683, 100549322, 100546057, 100543346, 100539990, 100546738, 100541049, 100540754, 100538667, 100550313, 100542939, 100551197, 100546162, 100539407, 100542241, 100543210, 100008571, 100544421, 100547255, 100541277, 116217137, 100545639, 100545637, 100540986, 104917517, 100541713, 100538437, 100540868, 100541839, 100539857, 100544655, 100545865, 100546832, 100542115, 100545622, 100544412, 100543449, 100550537, 100547009, 100546715, 100550778, 100540858, 100538763, 100539057, 100550086, 100550082, 100549898, 100541371, 100548441, 100549410, 100546145, 100543435, 100546943, 104912765, 100540289, 100550407, 100539062, 104911318, 100541813, 100539741, 100538892, 104909245, 100549522, 100549888, 104914974, 100547105, 100547583, 100544872, 100544751, 100542331, 100541000, 100545965, 100541123, 100545722, 104909258, 100540277, 104911104, 104914739, 100539271, 100550879, 100544638, 100550997, 100544515, 104910817, 100551048, 100541908, 100549197, 100539606, 104910480, 100545950, 100543893, 100547331, 100546486, 100539044, 100541353, 100540146, 100542447, 100541599, 100542569, 100541911, 100550984, 100546927, 100540826, 100551398, 100551397, 100303691, 100547323, 100547202, 100545262, 100545267, 100548893, 100545144, 100540135, 100542315, 100541226, 104911801, 104914516, 100545709, 100539709, 100550281, 100538735, 100543196, 100544164, 100544041, 100543750, 100302587, 100542663, 104912446, 100550605, 100548405, 100543758, 100547317, 100541216, 100551018, 100544969, 100538610, 100551240, 100547544, 100546334, 100547660, 100546454, 100545008, 100542530, 100541322, 100541201, 100541566, 100544958, 100550037, 100545805, 100551243, 100549031, 104915293, 100547091, 100544141, 100548501, 100548986, 104912103, 100542089, 100548982, 104910044, 100546200, 100545595, 100547418, 104911139, 100543977, 100542644, 100545912, 100550821, 100540107, 100550025	899	3820	18034	1.465120057772161	6.084102111003631E-9	6.083864381654233E-9	5.847326176180218E-9
GOTERM_BP_ALL	GO:0031323~regulation of cellular metabolic process	252	23.35495829471733	1.0690175734559227E-11	100538803, 100538923, 100548612, 100545224, 104914673, 100544012, 100541662, 100540210, 100545226, 100541542, 100544932, 100550931, 100540578, 100540339, 100539455, 100551341, 100550481, 100548164, 100543273, 100546544, 100549257, 104913452, 100544369, 100548969, 100549819, 100542862, 100550924, 100540202, 100547998, 100549815, 100548847, 100540327, 100550591, 100546094, 100544471, 104914213, 100542052, 100542293, 100545565, 100549246, 109363954, 100546416, 100545569, 100543268, 104913805, 100542854, 100547626, 100542858, 100541648, 100543704, 100539798, 100539673, 104915097, 104916864, 100546889, 100542168, 100541870, 100542962, 100541510, 100543136, 100545555, 100540428, 100548130, 100547042, 100547047, 116216191, 104913026, 100540093, 104917623, 100543001, 100545547, 104912978, 100540891, 100545308, 100540536, 100549691, 104913371, 100546183, 104913013, 104916525, 100547710, 100541295, 100546867, 100544204, 100540885, 100541611, 100546749, 100546869, 100541735, 100125332, 100542490, 100548117, 100544794, 100544673, 104911784, 100546057, 100543346, 100539990, 100541049, 100540754, 100538667, 100550313, 100542939, 100551197, 100546162, 100539407, 100542241, 100543210, 100008571, 100544421, 100547255, 100541277, 116217137, 100545639, 100545637, 100540986, 104917517, 100541713, 100538437, 100540868, 100541839, 100539857, 100544655, 100545865, 100546832, 100542115, 100545622, 100544412, 100543449, 100550537, 100547009, 100550778, 100540858, 100538763, 100539057, 100550086, 100549898, 100548441, 100549410, 100546145, 100543435, 100546943, 104912765, 100540289, 100550407, 100539062, 104911318, 100541813, 100539741, 100538892, 104909245, 100549522, 100549888, 104914974, 100547105, 100547583, 100544872, 100544751, 100542331, 100541000, 100545965, 100541123, 100545722, 104909258, 100540277, 104911104, 104914739, 100539271, 100550879, 100544638, 100550997, 100544515, 104910817, 100551048, 100541908, 100549197, 100539606, 104910480, 100545950, 100543893, 100547331, 100546486, 100539044, 100541353, 100540146, 100542447, 100541599, 100542569, 100541911, 100550984, 100546927, 100540826, 100551398, 100551397, 100303691, 100547323, 100547202, 100545262, 100545267, 100545144, 100540135, 100542315, 100541226, 104911801, 104914516, 100539709, 100550281, 100538735, 100543196, 100544164, 100544041, 100543750, 100302587, 104912446, 100550605, 100548405, 100543758, 100547317, 100541216, 100551018, 100538610, 100551240, 100547544, 100546334, 100547660, 100546454, 100545008, 100542530, 100541322, 100541201, 100544958, 100550037, 100545805, 100551243, 100549031, 104915293, 100547091, 100544141, 100548501, 100548986, 104912103, 100542089, 100548982, 104910044, 100545595, 100547418, 104911139, 100543977, 100542644, 100550821, 100540107, 100550025	899	3417	18034	1.4794079071370885	5.1142042156726575E-8	2.557090035706567E-8	2.4576714013751663E-8
GOTERM_BP_ALL	GO:0012501~programmed cell death	51	4.726598702502317	4.17098530959609E-11	100545264, 104912850, 100548531, 100540650, 100542115, 100549625, 100545308, 100544932, 100550139, 100540536, 100540218, 100539458, 104909672, 100539057, 100551463, 100549373, 100547991, 100550407, 100547998, 100546826, 100547713, 100548847, 100541813, 100541339, 100550591, 100547224, 100549522, 100547544, 100547105, 100544475, 100544751, 100547660, 100540195, 100541484, 100544033, 100549322, 100543346, 100545008, 100542530, 100545966, 100543627, 100538463, 100551243, 100541908, 100546162, 100542168, 100546889, 100546844, 100542962, 100549958, 100550984	899	359	18034	2.8497587849080217	1.9953993979360263E-7	4.988498430276924E-8	4.7945476133807055E-8
GOTERM_BP_ALL	GO:0008219~cell death	51	4.726598702502317	4.17098530959609E-11	100545264, 104912850, 100548531, 100540650, 100542115, 100549625, 100545308, 100544932, 100550139, 100540536, 100540218, 100539458, 104909672, 100539057, 100551463, 100549373, 100547991, 100550407, 100547998, 100546826, 100547713, 100548847, 100541813, 100541339, 100550591, 100547224, 100549522, 100547544, 100547105, 100544475, 100544751, 100547660, 100540195, 100541484, 100544033, 100549322, 100543346, 100545008, 100542530, 100545966, 100543627, 100538463, 100551243, 100541908, 100546162, 100542168, 100546889, 100546844, 100542962, 100549958, 100550984	899	359	18034	2.8497587849080217	1.9953993979360263E-7	4.988498430276924E-8	4.7945476133807055E-8
GOTERM_BP_ALL	GO:0048523~negative regulation of cellular process	174	16.126042632066728	2.246678190823171E-10	100538803, 100550091, 100540293, 100544012, 100541662, 100544655, 100541144, 100549706, 100540210, 100542115, 100541543, 100545622, 100542236, 100546832, 100543449, 100550537, 100547009, 100550139, 109367982, 100539458, 100539455, 100538763, 100539057, 104909631, 100551341, 104909234, 100548164, 100543273, 100546544, 104911552, 100548441, 100547594, 100549257, 104913452, 100549410, 104915112, 100548969, 100546943, 104912765, 109368822, 100542862, 100550924, 100550407, 100542983, 100547513, 100549813, 100549815, 100548847, 100547637, 100541813, 100541815, 100550591, 100546094, 100545165, 100549522, 100547105, 100547583, 100544751, 100549246, 100542331, 100541000, 100542850, 100545569, 104909258, 104911104, 100543268, 100542854, 100539271, 100550758, 100543305, 100544515, 100542858, 104910817, 100539798, 100538463, 100539673, 100541908, 100549197, 104915097, 100539606, 100545390, 100544063, 100546486, 100542168, 100548705, 100546889, 100541353, 100542962, 100543136, 100542447, 100542569, 100550984, 100546927, 100540827, 100551398, 100548370, 100545264, 100547323, 100540093, 104912850, 104913026, 100543001, 100545144, 100545547, 104912978, 100546998, 100540135, 100540530, 100542315, 100545308, 104910954, 104911801, 100540536, 104909672, 100546183, 100545092, 100543196, 100544164, 104916525, 100542663, 100546867, 104912446, 100550605, 100544726, 100546749, 100547317, 100538610, 100538698, 100551240, 100547544, 104911784, 100546334, 100549322, 100303675, 100545008, 100543346, 100539990, 100542530, 100545248, 100547948, 100541201, 100541049, 100546617, 100538667, 100550313, 100543627, 100542939, 100551243, 100551197, 104915293, 100546162, 100546681, 104915056, 100008571, 104912103, 100548981, 100546200, 100545595, 100546966, 100547418, 100546448, 100546844, 100546569, 100543971, 100541674, 100538394, 100542644, 100545637, 100540986, 104917517, 100541713, 100550025, 100539367, 100541839	899	2190	18034	1.5938135218736191	1.0748103684843358E-6	1.9045272700456927E-7	1.8304800141450866E-7
GOTERM_BP_ALL	GO:0048519~negative regulation of biological process	187	17.330861909175162	2.3886211580840625E-10	100538803, 100550091, 100540293, 100544012, 100541662, 100544655, 100541144, 100549706, 100540210, 100542115, 100541543, 100545622, 100542236, 100546832, 100543840, 100543449, 100550537, 100547009, 100544932, 100550139, 109367982, 100539458, 100539455, 100538763, 100539057, 104909631, 100551341, 104909234, 100548164, 100550082, 100543273, 100546544, 104911552, 100548441, 100547594, 100549257, 104913452, 100546145, 100549410, 104915112, 100548969, 100546943, 104912765, 109368822, 100540442, 100542862, 100550924, 100550407, 100542983, 100547513, 100549813, 104911318, 100549815, 100548847, 100547637, 100541813, 100541815, 100550591, 100546094, 100545165, 100549522, 100547105, 100547583, 100544751, 100549246, 100542331, 100541000, 100542850, 100545569, 104909258, 104911104, 100543268, 100542854, 100539271, 100550758, 100544638, 100543305, 100544515, 100542858, 104910817, 100539798, 100538463, 100539673, 100541908, 100549197, 104915097, 100539606, 100545390, 100544063, 100546486, 100542168, 100548705, 100546889, 100541353, 100542962, 100543136, 100542447, 100543813, 100542569, 100550984, 100546927, 100540827, 100551398, 100548370, 100545264, 100547323, 100540093, 104912850, 104913026, 100543001, 100545144, 100545547, 104912978, 100546998, 100540135, 100540530, 100542315, 100545308, 104910954, 104911801, 100540536, 104909672, 100546183, 100545092, 100543196, 100544164, 100547433, 104916525, 100547710, 100548243, 100542663, 100546867, 104912446, 100550605, 100544726, 100546749, 100543758, 100547317, 100538610, 100538698, 100551240, 100547544, 104911784, 100549683, 100546334, 100549322, 100303675, 100545008, 100543346, 100539990, 100542530, 100545248, 100547948, 100541201, 100541049, 100546617, 100538667, 100550313, 100543627, 100542939, 100551243, 100551197, 104915293, 100546162, 100546681, 104915056, 100008571, 104912103, 100548981, 100546200, 100545595, 100546966, 100547418, 100546448, 100546844, 100546569, 100543971, 100541674, 100538394, 100542644, 100545637, 100540986, 104917517, 100541713, 100550025, 100539367, 100541839	899	2407	18034	1.5584680018836419	1.142715883695189E-6	1.9045272700456927E-7	1.8304800141450866E-7
GOTERM_BP_ALL	GO:0006915~apoptotic process	47	4.355885078776645	8.911713695410864E-10	100550591, 100545264, 100547224, 100549522, 104912850, 100547544, 100547105, 100544475, 100540195, 100547660, 100541484, 100544033, 100549322, 100543346, 100545008, 100540650, 100542530, 100542115, 100549625, 100545308, 100544932, 100550139, 100545966, 100540218, 100540536, 100543627, 100539458, 104909672, 100539057, 100551463, 100538463, 100551243, 100549373, 100546162, 100547991, 100542168, 100546889, 100546844, 100542962, 100550407, 100546826, 100549958, 100547713, 100548847, 100541813, 100541339, 100550984	899	343	18034	2.7487555009291182	4.263354694944432E-6	6.090519759835083E-7	5.853722795928451E-7
GOTERM_BP_ALL	GO:0060255~regulation of macromolecule metabolic process	248	22.984244670991657	1.5132398217849547E-9	100538923, 100548612, 100545224, 104914673, 100544012, 100541662, 100540210, 100545226, 100546678, 100543840, 100541542, 100544932, 100550139, 100550931, 100540578, 100540339, 100539455, 100551341, 100550481, 100548164, 100543273, 100546544, 100549257, 104913452, 100544369, 100548969, 100549819, 109368822, 100540442, 100542862, 100550924, 100540202, 100547998, 100548847, 100544471, 104914213, 100542052, 100542293, 100542054, 100545565, 100549246, 109363954, 100546416, 100543268, 104913805, 100542854, 100547623, 100547626, 100542858, 100541648, 100543704, 100539798, 100539673, 104915097, 100546889, 100542168, 100541870, 100542962, 100543136, 100545555, 100540428, 100548130, 100547042, 100547047, 116216191, 104913026, 100540093, 104917623, 100543001, 104912978, 100540891, 100546998, 100545308, 100540536, 100549691, 104913371, 100546183, 104913013, 104916525, 100547710, 100541295, 100546860, 100546867, 100544204, 100540885, 100541611, 100546749, 100546869, 100541735, 100544790, 100542490, 100548117, 100544794, 100544673, 104911784, 100549683, 100549322, 100543346, 100539990, 100546738, 100541049, 100540754, 100538667, 100550313, 100542939, 100551197, 100546162, 100539407, 100542241, 100543210, 100008571, 100544421, 100547255, 100541277, 116217137, 100545639, 100545637, 100540986, 104917517, 100541713, 100538437, 100540868, 100541839, 100539857, 100544655, 100545865, 100546832, 100542115, 100545622, 100544412, 100543449, 100550537, 100547009, 100546715, 100550778, 100540858, 100539057, 100550086, 100550082, 100549898, 100541371, 100548441, 100549410, 100546145, 100543435, 100546943, 104912765, 100540289, 100550407, 100539062, 104911318, 100541813, 100539741, 100538892, 104909245, 100549522, 100549888, 104914974, 100547583, 100544872, 100544751, 100542331, 100541000, 100545965, 100541123, 100545722, 100540277, 104911104, 104914739, 100539271, 100544638, 100550997, 100544515, 104910817, 100551048, 100549197, 100545950, 100543893, 100547331, 100546486, 100539044, 100540146, 100542447, 100542569, 100541911, 100550984, 100546927, 100540826, 100551398, 100551397, 100303691, 100547323, 100547202, 100545262, 100545267, 100548893, 100545144, 100540135, 100542315, 104911801, 104914516, 100545709, 100550281, 100538735, 100543196, 100544164, 100544041, 100543750, 100302587, 100542663, 104912446, 100550605, 100548405, 100543758, 100547317, 100541216, 100551018, 100544969, 100538610, 100551240, 100547544, 100547660, 100546454, 100545008, 100542530, 100541201, 100541566, 100544958, 100550037, 100545805, 104915293, 100547091, 100544141, 100548501, 100548986, 100542089, 100548982, 104910044, 100546200, 100545595, 100547418, 104911139, 100543977, 100542644, 100545912, 100550821, 100540107, 100550025	899	3515	18034	1.415333300632756	7.239313324025609E-6	9.049174134274029E-7	8.697345875709028E-7
GOTERM_BP_ALL	GO:0006468~protein phosphorylation	61	5.653382761816497	1.70615405668398E-9	100538803, 100546830, 100543242, 100544771, 100546678, 100542115, 100543840, 100550537, 100550337, 100542514, 100545709, 100539811, 100551269, 104909395, 100538521, 100551067, 100539749, 100547478, 100541097, 100546983, 100548046, 100546425, 100542862, 100550407, 100542983, 100551417, 100544726, 100543758, 100543879, 100541931, 100547637, 100544807, 100543914, 100539981, 100545165, 100547660, 100543346, 100546699, 100550758, 100548558, 100543305, 100545966, 100547626, 100541724, 100544958, 100541727, 104910480, 100539044, 100546844, 100543813, 100541599, 100543139, 100550623, 100542921, 100538953, 100539569, 100550268, 100539645, 100539446, 100550586, 100538356	899	526	18034	2.3263575497912763	8.162207943307465E-6	9.069156674640178E-7	8.71655150292549E-7
GOTERM_BP_ALL	GO:0006796~phosphate-containing compound metabolic process	145	13.438368860055608	2.4893801194058106E-9	100538803, 100546154, 100549940, 104915886, 100540051, 100546830, 100540294, 100544771, 100547528, 100544655, 100542115, 100546678, 100545622, 100543840, 100550537, 100547009, 100542514, 100550931, 100538521, 100538763, 100551067, 100539749, 100547478, 100549777, 100546544, 100541097, 100541371, 100548441, 100547594, 100548046, 100543791, 100543671, 100547750, 100540285, 100545056, 100542586, 100548969, 100546425, 100550925, 100542862, 100550407, 100542983, 100550008, 100541931, 100544647, 100547637, 100544807, 100539981, 100545165, 100542050, 100546133, 100549888, 104916112, 100544476, 100544111, 100541241, 100548399, 100543301, 100548558, 100550758, 100550515, 100545966, 100543305, 100547626, 100538743, 100549470, 104910480, 100544063, 100540260, 100545674, 100547298, 100546486, 100539044, 100547858, 100546129, 100542169, 104914722, 100541599, 100543813, 100543139, 104914328, 100550623, 100539569, 100544507, 100539446, 100550586, 100551433, 100538356, 100540826, 100538606, 100543242, 104911005, 100550337, 100541348, 100545709, 100539811, 100551269, 104909395, 100550575, 100541506, 100547311, 100546983, 100546740, 100544842, 100546867, 100540123, 100551417, 100544726, 100543879, 100543758, 100544969, 100543914, 100125332, 100548195, 100543180, 100542492, 104910694, 100547660, 104914099, 100546058, 100543984, 100543346, 100548914, 100541441, 104912633, 100546612, 100546699, 100546617, 100541569, 100550434, 100541724, 100544958, 100541727, 100551089, 100539925, 100548227, 104914120, 100546844, 100546569, 100543333, 100545875, 100542921, 100538953, 100539645, 100550268	899	1784	18034	1.6304426442933604	1.1909123721287607E-5	1.1073604637904825E-6	1.0643067333839127E-6
